months_to_maturity,total_relationship_value,number_of_products,satisfaction_score,number_of_complaints,months_since_last_interaction,age,tenure_months,monthly_average_balance,desertion_flag
7,34457.929415748295,2,7.527646654175245,2,2,31,26,6937.926227216232,0
4,40970.59062820334,5,5.364418844649888,0,2,32,25,13979.728311194043,0
13,31056.8891755045,3,9.293054630990929,1,2,29,33,5824.38096163819,0
20,87302.17391561487,2,7.912486936907153,0,2,27,30,9928.074251092195,0
1,86840.90628824405,2,9.534155056653708,1,2,37,31,10380.30487915628,0
8,39955.91037666494,3,4.838222301283473,0,3,41,31,10786.911641267056,0
14,1000.0,2,4.248516573475103,1,3,42,21,6686.543853370302,0
16,32998.846758348416,4,7.730736319139239,0,3,18,27,10967.23018196995,0
14,32005.358182488155,5,10.0,0,5,27,33,7883.990493895605,0
12,30285.95113165826,3,5.12847088192469,0,3,34,27,6065.93107475443,0
19,29068.432883052654,3,7.922126921367594,0,3,39,32,12276.898904062564,0
23,30396.113128255784,5,5.67484529765863,0,3,42,32,6052.086218565477,0
15,38403.75152306721,2,9.117316848876968,2,0,21,32,14349.470270094393,0
2,30933.7670355333,2,5.231656731968414,1,4,38,28,7022.000234742916,0
2,56249.67525876776,3,7.550077257203391,0,2,67,18,9188.503591695242,0
23,60811.06147714584,2,9.24128767545424,1,2,31,24,1158.7235230751303,0
22,22680.647384525302,2,4.311373073726106,0,2,18,38,6894.969011246298,0
19,88131.95978021101,4,8.204521265427012,0,3,57,28,3243.8607745488225,0
22,20598.130944781577,6,6.284867754482455,1,2,39,31,14043.96816443618,0
22,1465.9815855398847,4,8.694754527408605,0,2,31,21,2474.837489295266,0
17,61423.34214095155,2,7.737938169901701,0,0,62,26,14493.358032621994,0
20,25477.755967569807,3,6.164656800025318,0,4,18,26,13893.976129931503,0
10,59638.74412272164,7,6.8124852370140765,0,0,32,28,5749.169833128892,0
6,1000.0,2,3.3251338801123493,0,0,18,26,4954.398060605469,0
15,91773.67824449202,3,8.74000538812372,0,3,63,30,6648.469012349463,0
22,70168.80224121206,5,10.0,0,1,30,24,6001.9783402844905,0
11,4985.703525109951,4,5.913010243611243,1,2,18,24,9806.557714887782,0
5,5636.686284611431,3,6.924315824665331,0,3,18,34,7347.192049052248,0
1,100167.97712292583,1,10.0,0,3,56,33,10179.38267788439,0
8,27878.60289506124,6,3.411174806540433,0,3,70,25,8608.927094969837,0
21,24974.454538021288,1,8.007307568530333,0,3,36,30,16053.927936127237,0
12,1000.0,2,10.0,2,1,40,25,13396.539007775886,0
12,39476.65383195337,3,5.740335072790289,3,3,31,36,6327.852952941044,0
5,43168.41155492741,3,5.916024315742559,0,0,53,25,12544.769093567094,0
7,71464.79290308456,5,9.656930529883905,0,0,29,31,5649.8452505078085,0
4,8027.647154465732,4,4.817547395581114,1,3,25,40,4838.7688215740645,0
6,4391.3962327817135,3,8.723884085757888,0,1,32,30,12123.614716562844,0
13,63528.87904329431,3,7.751010721439608,1,3,49,23,15641.112013947666,0
20,80201.90213681194,2,9.270676223687264,0,1,50,21,13284.781479322744,0
15,2865.429466463509,2,6.74500712921826,0,2,19,27,12528.299177490864,0
3,82445.42258899224,2,10.0,0,3,37,37,16780.627334412482,0
23,51126.25524460465,7,6.230086626986824,0,1,18,19,11742.720997768103,0
8,82754.16017223937,1,4.052908504243806,0,1,21,35,9193.3354744815,0
20,47893.3891544715,4,3.918177116471495,3,1,34,39,10550.56817587934,0
16,1000.0,5,4.816633928780577,0,1,25,30,5501.542938328499,0
13,45440.978530518834,4,8.352589928148614,3,2,40,27,9253.443340271237,0
18,81804.3145601381,4,5.497838549139114,1,2,60,26,14739.11358721758,0
10,23187.61942748857,1,6.962206937211878,0,2,44,37,8243.372729596042,0
19,38361.05093277643,1,7.181676666409821,0,1,64,23,13780.857537597503,0
17,44715.99489347065,3,5.450554710032574,1,2,33,43,20485.45205934794,0
19,1000.0,3,7.312634833245922,0,6,35,28,3695.002111556754,0
23,100140.4272631243,1,8.881916746383352,0,3,51,42,4231.43255738054,0
5,22958.729603084765,2,7.071503226566951,1,4,60,40,18121.39899398589,0
21,65172.062974183966,1,8.83692038341505,3,3,48,31,21274.078347569957,0
23,47398.96591555374,7,6.245661255825066,0,3,54,31,5991.303971994912,0
9,87728.57169078081,3,7.531126046026537,0,0,37,31,8016.969380818921,0
12,62181.68367284242,6,7.194291752959155,0,0,22,31,14859.79751255654,0
21,42952.27185437076,5,9.147568781244786,0,5,51,29,17753.58130072877,0
1,23194.5472244216,2,7.849300004917282,0,2,33,26,11783.425945347202,0
1,73935.52104146416,5,5.715982111501319,0,3,39,28,10750.648187617511,0
15,1000.0,5,7.97571975930196,0,2,18,34,2631.086298820691,0
2,69376.71260827678,3,5.087436305047226,0,1,72,27,7413.442335373455,0
22,17028.657453353822,2,7.807792115568051,0,4,52,27,6607.667998619918,0
16,87568.5098586992,3,6.938811431172056,0,3,61,28,9462.707206199952,0
8,54838.98627988085,3,7.299896235169502,1,4,59,30,15353.435813811691,0
13,69323.71303550326,3,6.919913705430165,0,1,41,32,12810.68778273125,0
21,52459.66441474158,5,5.782207022205281,0,2,18,33,8857.950696619455,0
1,1000.0,1,5.534413221976807,0,1,40,30,4685.796606784097,0
16,24178.125098139848,2,9.16121327835546,0,2,29,32,12050.731431958737,0
7,70171.68012834147,2,10.0,2,4,60,24,7057.113749095384,0
5,54999.67452079532,3,7.541601813671835,2,4,50,27,14821.0295422199,0
22,85429.69715917016,4,7.06355697818649,0,4,45,35,10551.70855262217,0
23,62098.23689111515,1,4.54414470712346,0,2,24,36,15613.00062584104,0
3,20998.943278920207,2,3.4813882705652177,1,2,25,32,15517.202538955444,0
12,26118.07586838098,2,3.784275652947743,0,1,18,28,15030.297408761073,0
16,53087.52171569712,1,8.061290141229406,1,2,23,25,13735.139110497745,0
19,1000.0,2,3.4491477187306714,0,1,38,36,6189.695887486823,0
5,100203.25656868955,3,8.316743225270148,0,0,27,31,7045.721339098673,0
22,63252.40209132672,2,4.8053675190629,1,2,44,26,8606.579984510738,0
14,86811.03791146618,3,7.319224582586395,0,4,50,36,8574.961083066812,0
5,2581.881775724927,4,6.184684653586379,0,1,45,30,8763.244674763931,0
15,87336.95481065767,4,4.878719707597987,0,2,69,31,13431.981401584855,0
17,116944.96733083246,3,4.231084092394967,1,0,36,29,17577.61198513617,0
14,10373.649338680472,3,3.553682607615704,0,1,58,27,6282.201179325697,0
20,73142.053847113,1,4.835904803193543,0,1,59,43,13380.959704628069,0
5,50033.29834061879,2,10.0,1,1,18,24,13709.551029285583,0
12,3666.984552552669,2,9.60811315763413,0,4,46,42,6974.532094232392,0
16,64786.51915555609,3,7.36372768195402,2,0,65,29,6819.893210673362,0
16,75008.09614512045,7,6.267199350916199,0,2,33,22,12769.641983532612,0
21,31966.203419934594,2,5.826746871005725,1,1,25,41,6333.942777707489,0
7,84977.49560765669,2,7.219457437853315,0,4,46,35,15315.450287420825,0
4,1000.0,4,5.85836597752028,1,1,43,32,9544.204920173494,0
1,5157.315606510674,5,5.844892069717025,0,2,74,36,15268.510938099933,0
5,54097.92186766257,2,7.973384185730822,0,0,57,32,19823.981906912988,0
23,50761.55833916815,3,4.981199123932936,1,1,49,28,11652.854771479257,0
10,28502.79534727685,3,2.2874808575098986,1,3,26,34,11063.596293800403,0
22,74287.83307915658,2,5.830112140051559,0,2,18,37,3799.767595849929,0
5,65926.82942647848,2,9.90394506546198,0,3,60,18,12953.810896216472,0
4,75744.17212802048,1,3.743414001623052,0,1,46,22,7555.223221618534,0
2,46305.90693943197,2,4.523236391168888,0,3,38,32,4281.6346157615335,0
20,68077.40803935022,3,5.726888935506199,0,1,40,26,8494.86265593632,0
10,36630.49090910016,4,3.8042281837822713,1,6,50,20,15188.290963804007,1
19,111614.56070259788,3,10.0,0,1,29,27,5119.10589089495,0
1,25623.626896340425,6,7.195631726533722,0,1,18,30,16804.587392036818,0
5,113158.92288374936,2,3.442977373193532,0,3,29,27,18381.524218694976,0
13,51046.63841268226,2,6.743982664243136,0,1,38,28,17730.434646468733,0
4,8734.673312937717,2,6.921593409209806,0,3,22,28,6874.750762571248,0
16,91042.38051465804,4,6.5173894047212135,0,1,39,41,14119.271144763072,0
16,53777.04165184877,3,6.66893883932319,0,3,74,29,14662.630565146295,0
23,75533.72295140714,1,6.7414822998781885,0,3,38,39,6748.32467802903,0
2,86715.6775562778,3,7.619660408712066,0,2,18,37,14335.391455878478,0
17,60138.66662435076,3,7.746805300228134,0,2,42,28,8716.465636458415,0
20,32232.77465561556,2,4.005985786543033,2,1,43,19,13295.597180332445,0
12,79271.4013300775,1,7.120354766525335,0,3,39,35,14503.525406979948,0
18,50022.665223637865,2,7.362845996012675,2,0,19,35,3677.864822087835,0
3,70575.73455825257,4,5.77946073502198,1,3,50,21,14555.726324411,0
1,1000.0,2,10.0,0,2,74,30,9660.876611700898,1
1,63409.45151029556,6,6.833689262099005,1,4,59,21,11010.970760740083,0
19,30842.42524564909,3,8.007933455789757,0,1,56,34,11486.659479457006,0
11,99599.28911535592,4,6.101972922648027,0,1,18,25,9589.72702991785,0
5,68692.62043667285,3,6.391701037211291,2,3,31,27,1663.4372001163592,0
12,57195.732375478896,1,7.68510810675755,1,3,25,34,10979.415520034623,0
3,64589.29980050665,2,4.230909566313043,1,3,37,42,5165.3057941332045,0
1,20046.77441369845,2,8.490001480529225,0,3,52,29,19746.8927311203,0
1,98697.7007158416,4,4.537665315896014,0,3,50,29,6339.559886519193,0
8,109741.11255250714,5,8.762548520886138,1,2,41,29,19284.01589965293,0
10,61787.405316446486,3,6.463246204874069,0,3,24,26,14424.602197677918,0
11,97712.10705720916,4,10.0,2,2,52,38,10822.190558109462,0
12,32925.55403982398,1,8.965787845271223,0,2,48,24,7264.858034037252,0
13,26086.59301325058,1,8.97582602177058,0,3,18,36,11098.471560061573,0
12,51227.74246186769,2,7.289837606205586,1,2,45,25,10154.781124873216,0
14,63048.23115103696,3,9.019147979937518,0,2,21,31,9044.070123182368,0
2,38180.39956270639,3,8.520142843488927,0,1,35,27,6828.574445902299,0
19,66133.04571105451,3,3.126425047408941,0,1,24,31,8530.158713351262,0
18,59191.68446220242,3,5.258257027610805,1,1,42,34,15551.338945206136,0
3,20050.79674126835,1,5.139404632587967,1,0,44,28,7542.427863318226,0
23,65563.79052355164,3,5.444478818016004,1,0,45,23,19163.89703398468,0
17,75905.84727564563,2,6.48626728103927,0,0,42,27,19369.836603666008,0
8,55144.07952771173,1,8.03307691951096,1,0,43,31,10137.113957993944,0
10,84579.44309785077,2,9.349657021035451,1,0,32,33,10578.29887704788,0
2,13477.886195091443,2,8.211914691654567,0,0,42,32,2305.266701013269,0
19,64038.51266395555,1,9.481751635889903,1,4,51,29,5160.940827074597,0
9,14891.578808096754,3,4.887355832257532,1,0,40,33,12590.019164468911,0
7,16577.559253007377,3,5.992562409331387,1,1,40,24,6975.581014678537,0
4,31072.0749878663,3,6.479278321168743,0,4,25,33,0.0,0
21,21738.19449277265,3,5.665231306890847,1,3,48,34,8211.596071968917,0
18,33560.12543776586,1,4.754820833874188,0,3,56,28,10666.270392029905,0
13,43575.49067866434,4,7.780320856101099,0,1,53,39,21813.237403391227,0
11,75114.63458994153,1,5.593584249096685,2,2,36,26,6700.947721417742,0
4,40365.22883882893,3,8.613623588439056,1,2,56,31,8523.44316712092,0
21,2431.228796912219,1,4.555148441819286,2,3,41,39,12080.691344313667,1
4,84202.03539485481,5,8.72728340768074,0,2,18,35,14747.344920510664,0
10,24887.295991548814,1,7.429744360335293,1,4,54,24,8998.5059113396,0
5,48238.38718686114,6,7.430256464994307,0,0,24,22,13054.330465524006,0
9,63396.09520822135,5,7.487752365868029,0,0,29,35,8987.498460129922,0
3,55988.31255208349,1,6.837504081052088,0,2,39,30,15615.71716576179,0
17,82825.38642564428,1,6.872454286020805,0,2,46,25,14298.69709256942,0
3,64370.09430178277,3,6.459687167509252,0,1,51,34,16141.40495454398,0
16,24160.71260908676,4,7.59802607571644,0,1,18,39,13761.118966457349,0
4,115356.86521974986,2,8.10339337125926,1,1,46,34,10410.455496128836,0
18,55830.003900147,2,6.094972600744756,2,3,18,29,16653.903123272103,0
17,45579.79320135481,3,9.776474248095456,0,1,42,30,2040.506043303252,0
7,78917.76269166713,5,6.267670299987718,0,0,39,32,958.9836275093894,0
23,57483.52837790217,2,5.59540748816244,3,2,18,23,17864.680684279774,0
5,61976.84578817981,2,6.697229522508401,0,4,72,30,14085.90428234875,0
12,120476.40845107357,1,5.468428673233025,1,0,18,23,4667.225365702407,0
17,41746.3571523486,2,7.932571963259522,0,0,42,34,13701.982423740816,0
23,40467.17317947812,1,6.71737144576469,0,4,35,38,17891.488462930214,0
13,53497.35536037391,2,8.4672830365363,0,3,36,29,21813.237403391227,0
23,82145.47806743116,3,6.8783744396591935,0,0,18,22,7801.5666730096655,0
3,4803.979094288028,4,6.812759763556431,0,1,47,24,3537.99051290414,0
9,1000.0,2,6.183867605472387,0,3,74,31,14344.739791690514,0
17,32386.541881395573,5,8.653652001214406,1,3,38,31,11018.601886309783,0
17,1000.0,4,6.513440280940427,2,0,44,30,3756.021278719012,0
20,37255.05957423085,3,7.529044348952356,0,1,38,33,6084.119404106076,0
16,65074.99088387871,2,9.092190830062297,0,3,53,28,11060.95086175215,0
22,23277.53409343209,4,6.824211283900133,1,1,54,34,5960.009398376086,0
13,7195.202696559725,4,6.8003477747030905,0,2,19,38,6064.5482251277135,0
19,52080.11485146044,3,6.539338430539386,0,2,25,24,13176.823986035532,0
17,75876.30453845511,2,7.38009746478815,0,5,27,30,11852.036055670504,0
4,1000.0,3,8.613896993535944,1,5,41,28,10463.712142175047,0
12,74606.97194917953,3,8.55458935068454,0,3,54,26,14327.0987747676,0
9,74519.1861121498,5,7.982532085160296,0,4,18,23,18142.922480707635,0
19,78622.55306469885,2,9.419807376025226,0,4,46,18,10920.195118586464,0
12,86554.40644615059,1,7.165328441994258,0,2,63,25,0.0,0
9,116060.41773978848,7,9.809273613278448,0,0,34,35,9139.509229184649,0
7,39317.23854142834,2,9.09979370183823,0,0,38,28,17129.225219892458,0
14,53287.147402335744,3,5.692605155584791,0,1,54,27,16624.135312900522,0
20,37506.84700255923,2,8.57482851053301,1,0,51,37,10117.241840840768,0
19,50059.30534267432,7,3.286932684243945,2,4,34,25,6937.96992831949,0
15,95986.20066908936,2,9.40440164189408,0,1,46,34,7132.849967635609,0
16,9649.56548207994,5,6.8574100072738124,1,1,18,21,12051.63793571477,0
21,24168.50983503273,1,5.445975508425085,2,6,45,29,641.1959839469146,0
5,91315.42809513684,2,3.5049828234874933,1,2,40,19,15921.222652322129,0
3,80601.0952070627,4,6.729635698753696,0,0,64,30,12522.68724880722,0
12,39106.05059548766,6,9.43076207538072,0,3,64,35,4126.081407816215,0
20,75632.06003362159,4,7.485471559705879,0,4,37,29,6996.096974597303,0
21,60236.475274761,2,6.207787877348096,0,2,60,18,3953.6286566223034,0
4,95008.23827002964,2,6.620047640033128,1,3,28,30,8385.248724486886,0
21,52235.28781480318,4,9.659883410319395,0,2,40,30,8712.85214945505,0
23,80768.96341617747,2,8.397680352274632,0,3,59,33,9316.809285640727,0
16,120476.40845107357,4,6.916754369548887,1,1,43,29,12154.911962831537,0
7,67942.97465142398,3,8.8690130860542,0,4,49,41,9185.942853839091,0
13,51479.844973845306,1,8.586876424517847,0,3,40,27,4619.38711711729,0
21,71673.40955662938,1,5.221928626659492,1,4,30,26,9793.178042161171,0
10,39041.57425388345,3,6.307650881102977,0,3,36,29,7061.703574275281,0
7,120476.40845107357,4,9.838779793518402,0,2,32,28,6168.047546421734,0
14,55402.13113087945,2,8.352363701154768,1,1,32,30,8737.438247698758,0
5,41812.000393234615,3,10.0,0,2,60,30,13763.72445946802,0
3,24929.329849398917,2,8.198233581407475,1,0,27,37,9326.407337799135,0
23,82916.60574819315,2,5.580092711490666,1,4,21,32,15551.412891947724,0
11,76015.62238483217,2,6.958197868265848,0,2,68,25,11441.71321468402,1
11,35079.3688575772,4,8.574729223607271,0,1,38,32,12328.328975869465,0
18,67293.54035367268,2,6.9823373825307,1,2,58,35,6626.290493297358,0
15,4743.320953614304,5,7.121202900396587,2,1,62,29,2723.744385303413,0
12,55549.11725219469,4,10.0,1,3,42,35,5159.790336265605,0
9,63582.69056230084,5,6.525734985536091,2,1,54,28,13850.647909634949,0
10,101219.89428677667,3,7.643863935724702,1,0,33,41,13443.59284310159,0
12,26875.43591813932,2,7.520863815888887,1,3,23,18,19119.853452544725,0
17,11649.421135930272,2,8.826267330572318,0,1,44,25,16400.868264665172,0
6,23137.161172248747,3,7.521392358456437,2,0,70,35,4589.363137823119,0
7,9902.944990552402,3,7.258938806591884,0,0,18,35,18735.83028559745,0
14,90099.72073276948,3,10.0,1,4,49,30,11416.344060371395,0
13,96459.1788507211,5,6.7952822649976525,1,1,33,36,3092.789335141968,0
8,59606.49733846487,2,8.466405049523484,0,6,18,30,7212.471897673209,0
10,86638.84837055445,3,4.425879422606666,1,2,38,23,3512.472626187543,0
9,54018.75141740706,2,7.004438943620114,1,1,32,26,14513.867876270648,0
18,47146.65056897702,2,6.8074357809760695,1,3,29,26,14815.707387771528,0
2,40008.87142838715,4,6.855827905085963,0,1,39,29,5391.767760796591,0
5,40688.27025867304,2,3.5586800246815216,1,3,39,36,10182.476655734574,0
5,3565.9533107290627,5,6.291009858080063,1,2,18,37,15241.930199839757,0
6,57927.64290822017,3,5.262996664326287,1,3,66,22,20969.243033699306,0
19,48789.98269357869,1,9.172905868873997,0,3,62,22,16885.192222464353,0
8,72360.82172233627,6,5.269901627572805,0,3,64,38,10248.4628713065,0
16,52805.70489315829,4,8.256267697495648,0,3,40,26,19201.99413666686,0
13,45118.88895292725,3,8.350800486233167,0,1,42,35,12844.410114106697,0
1,23864.20909977108,1,5.80864449988614,0,2,58,25,7336.886095615815,0
22,52164.59710465284,1,5.299200564300054,0,5,66,32,3031.2978764304853,0
20,72147.11692448486,5,6.435267085750019,0,0,60,25,14311.922654773987,0
17,15699.830267484176,2,6.203806832026897,2,2,40,34,4927.481489591941,0
7,52624.212610422175,2,5.033365893826268,0,5,43,30,7264.279223733244,0
13,56991.28854588452,2,6.408382521306628,2,1,55,36,8482.46211744958,0
4,28458.05649145207,5,7.623948118440534,0,1,34,33,13629.67114980501,0
4,32364.310852759994,2,4.618190023474375,2,5,45,33,8209.682706274669,0
6,56918.32546298643,7,6.609534516936752,0,3,22,24,1394.2487743545498,0
19,15997.369451221311,4,5.949885779346872,0,3,18,31,10042.683683079364,0
12,60497.711457481775,1,7.1867038240590295,1,0,33,32,10975.95675318759,0
22,23139.368790224,2,10.0,0,1,33,43,10424.144413750191,0
7,81885.61079099649,4,3.969341557211002,0,0,33,35,8445.89492933993,0
10,120134.832361649,3,6.787784103796363,1,2,40,27,6001.719442659976,0
19,24177.29594894541,3,7.559011178422604,0,1,48,32,10458.705457938458,0
7,66026.23587124023,3,5.980279099413385,0,1,38,18,6612.068826804215,0
3,28197.74285353942,2,7.735850819285461,2,1,47,30,9840.542539596698,0
13,81228.62521393369,2,4.081209340057591,0,0,41,28,0.0,0
13,12042.247727443551,3,6.2998066666419,0,1,49,31,14188.59563472999,0
18,64417.60275283138,2,2.2874808575098986,0,1,25,24,9154.206593470695,0
20,23810.33099331942,3,6.514387053060813,1,5,54,43,0.0,0
8,43790.46232704894,3,4.535421884913735,1,3,47,36,18967.0908449204,0
9,19069.241745580788,3,7.626302890832764,0,6,27,36,12291.425689465335,0
7,74670.51412687261,3,9.828151590884374,0,1,42,37,3710.265838968761,0
1,24890.58936681239,4,7.551498731200784,0,0,28,29,7148.122558261315,0
3,66558.92777995483,2,6.8514539193102975,1,2,60,40,1826.445765829268,0
13,39677.05915213001,7,5.959775892743382,0,1,18,29,6898.291493778605,0
17,46565.828846034114,3,6.440119162369737,0,0,30,32,9758.764415003834,0
1,54432.677222003855,2,6.470081312937963,1,3,51,18,10113.549913090274,0
6,27145.25985023454,1,7.032267297671579,3,1,47,26,6516.309155491044,0
21,56311.01340622661,3,7.953946338505157,1,0,56,26,8445.579090107782,0
6,95910.03693063234,2,5.463945721621032,1,2,20,32,12058.133228373426,0
12,26657.15642501857,2,9.29480389581711,1,0,24,30,10724.604146689477,0
13,85154.30429821534,2,6.570380023847274,0,2,55,28,19217.43211297657,0
13,94942.92900463354,2,7.028627642640432,1,1,54,29,2386.2453509410434,0
15,25515.35032915868,3,9.572061876232992,0,4,27,35,9394.944223667855,0
21,6348.361847283442,1,2.742867258608973,1,3,70,35,16345.823946916522,0
16,59058.82700515294,2,2.2874808575098986,0,2,40,27,21813.237403391227,0
22,33577.77431699381,4,7.778956643770698,0,0,34,30,5261.914641054944,0
21,106058.09657489008,2,7.016936087442101,0,5,19,38,11636.208257761711,0
11,51044.22621499497,3,9.971690737353828,0,2,48,23,10516.28847627736,0
5,25934.017758944625,2,4.74978770360306,1,2,45,34,289.1455402973333,0
4,15585.21466964866,1,7.971213060935477,0,3,35,37,7422.667479440868,0
